ticket,symbol,type,entry_price,lot_size,stop_loss,take_profit,open_time,close_time,close_price,profit,is_open
157,XAUUSD,SELL,2009.8140006321112,0.01,2009.8340006321112,2009.799000632111,2024-01-01 21:05:00,2024-01-01 21:10:00,2010.008526410386,-19.45257782747376,False
158,XAUUSD,BUY,2009.9450170429823,0.01,2009.9250170429823,2009.9600170429824,2024-01-01 21:15:00,2024-01-01 21:20:00,2010.1440763458938,19.905930291156437,False
159,XAUUSD,BUY,2010.1440763458938,0.01,2010.1240763458939,2010.159076345894,2024-01-01 21:20:00,2024-01-01 21:25:00,2008.9319142696208,-121.2162076272989,False
160,XAUUSD,SELL,2008.9319142696208,0.01,2008.9519142696208,2008.9169142696207,2024-01-01 21:25:00,2024-01-01 21:30:00,2009.4825254059665,-55.06111363456512,False
161,XAUUSD,SELL,2009.4825254059665,0.01,2009.5025254059665,2009.4675254059664,2024-01-01 21:30:00,2024-01-01 21:35:00,2009.2767544245473,20.577098141916395,False
162,XAUUSD,BUY,2009.2767544245473,0.01,2009.2567544245474,2009.2917544245474,2024-01-01 21:35:00,2024-01-01 21:40:00,2008.82335210174,-45.34023228072783,False
163,XAUUSD,SELL,2008.82335210174,0.01,2008.84335210174,2008.80835210174,2024-01-01 21:40:00,2024-01-01 21:45:00,2009.4583642624734,-63.501216073336764,False
164,XAUUSD,BUY,2009.4583642624734,0.01,2009.4383642624734,2009.4733642624735,2024-01-01 21:45:00,2024-01-01 21:50:00,2009.7200349576135,26.16706951400829,False
165,XAUUSD,BUY,2009.7200349576135,0.01,2009.7000349576135,2009.7350349576136,2024-01-01 21:50:00,2024-01-01 21:55:00,2010.1828408429928,46.28058853793391,False
166,XAUUSD,BUY,2010.1828408429928,0.01,2010.1628408429929,2010.197840842993,2024-01-01 21:55:00,2024-01-01 22:00:00,2010.0041699421943,-17.867090079857917,False
167,XAUUSD,BUY,2010.0041699421943,0.01,2009.9841699421943,2010.0191699421944,2024-01-01 22:00:00,2024-01-01 22:05:00,2011.4845104275091,148.0340485314855,False
168,XAUUSD,BUY,2011.4845104275091,0.01,2011.4645104275091,2011.4995104275092,2024-01-01 22:05:00,2024-01-01 22:10:00,2011.158893678629,-32.561674888006564,False
169,XAUUSD,BUY,2011.158893678629,0.01,2011.138893678629,2011.1738936786292,2024-01-01 22:10:00,2024-01-01 22:15:00,2012.5412264971787,138.23328185496848,False
170,XAUUSD,BUY,2012.5412264971787,0.01,2012.5212264971788,2012.5562264971788,2024-01-01 22:15:00,2024-01-01 22:20:00,2012.2386452900746,-30.258120710414005,False
171,XAUUSD,BUY,2012.2386452900746,0.01,2012.2186452900746,2012.2536452900747,2024-01-01 22:20:00,2024-01-01 22:25:00,2012.9202535665086,68.16082764339626,False
172,XAUUSD,BUY,2012.9202535665086,0.01,2012.9002535665086,2012.9352535665087,2024-01-01 22:25:00,2024-01-01 22:30:00,2011.9009789774584,-101.92745890501556,False
173,XAUUSD,SELL,2011.9009789774584,0.01,2011.9209789774584,2011.8859789774583,2024-01-01 22:30:00,2024-01-01 22:35:00,2010.0330561309852,186.79228464732205,False
174,XAUUSD,BUY,2010.5800022265767,0.01,2010.5600022265767,2010.5950022265768,2024-01-01 22:45:00,2024-01-01 22:50:00,2011.3895428728624,80.95406462857682,False
175,XAUUSD,BUY,2011.3895428728624,0.01,2011.3695428728624,2011.4045428728625,2024-01-01 22:50:00,2024-01-01 22:55:00,2012.7729719951788,138.3429122316329,False
176,XAUUSD,SELL,2011.4218817064811,0.01,2011.4418817064811,2011.406881706481,2024-01-01 23:05:00,2024-01-01 23:10:00,2011.5628974933093,-14.101578682812033,False
177,XAUUSD,SELL,2011.5628974933093,0.01,2011.5828974933092,2011.5478974933092,2024-01-01 23:10:00,2024-01-01 23:15:00,2011.32198716295,24.091033035915643,False
178,XAUUSD,SELL,2011.32198716295,0.01,2011.34198716295,2011.30698716295,2024-01-01 23:15:00,2024-01-01 23:20:00,2011.4326696649086,-11.06825019585358,False
179,XAUUSD,SELL,2011.4326696649086,0.01,2011.4526696649086,2011.4176696649085,2024-01-01 23:20:00,2024-01-01 23:25:00,2012.3589809161165,-92.63112512078351,False
180,XAUUSD,BUY,2012.3589809161165,0.01,2012.3389809161165,2012.3739809161166,2024-01-01 23:25:00,2024-01-01 23:30:00,2011.401469603482,-95.75113126345514,False
181,XAUUSD,SELL,2011.401469603482,0.01,2011.421469603482,2011.3864696034818,2024-01-01 23:30:00,2024-01-01 23:35:00,2011.3034758531535,9.799375032844182,False
182,XAUUSD,SELL,2011.3034758531535,0.01,2011.3234758531535,2011.2884758531534,2024-01-01 23:35:00,2024-01-01 23:40:00,2012.5513880790515,-124.79122258980624,False
183,XAUUSD,BUY,2012.5513880790515,0.01,2012.5313880790516,2012.5663880790516,2024-01-01 23:40:00,2024-01-01 23:45:00,2013.4771600335732,92.57719545216787,False
184,XAUUSD,BUY,2014.4360157863903,0.01,2014.4160157863903,2014.4510157863904,2024-01-01 23:50:00,2024-01-01 23:55:00,2013.7959027881514,-64.01129982389193,False
185,XAUUSD,SELL,2013.9523233545772,0.01,2013.9723233545772,2013.937323354577,2024-01-02 00:00:00,2024-01-02 00:05:00,2014.510217667592,-55.78943130149128,False
186,XAUUSD,BUY,2014.510217667592,0.01,2014.490217667592,2014.5252176675922,2024-01-02 00:05:00,2024-01-02 00:10:00,2014.9898988394466,47.968117185450865,False
187,XAUUSD,BUY,2014.9898988394466,0.01,2014.9698988394466,2015.0048988394467,2024-01-02 00:10:00,2024-01-02 00:15:00,2014.3939364354712,-59.59624039753635,False
188,XAUUSD,SELL,2014.3939364354712,0.01,2014.4139364354712,2014.3789364354711,2024-01-02 00:15:00,2024-01-02 00:20:00,2015.5311067416271,-113.71703061558947,False
189,XAUUSD,BUY,2015.5311067416271,0.01,2015.5111067416271,2015.5461067416272,2024-01-02 00:20:00,2024-01-02 00:25:00,2016.2831394933219,75.20327516947418,False
190,XAUUSD,BUY,2016.2831394933219,0.01,2016.263139493322,2016.298139493322,2024-01-02 00:25:00,2024-01-02 00:30:00,2015.194806007381,-108.83334859408933,False
191,XAUUSD,SELL,2015.194806007381,0.01,2015.214806007381,2015.1798060073809,2024-01-02 00:30:00,2024-01-02 00:35:00,2015.9462314667705,-75.14254593895657,False
192,XAUUSD,BUY,2016.9973201860746,0.01,2016.9773201860746,2017.0123201860747,2024-01-02 00:45:00,2024-01-02 00:50:00,2016.9172344323706,-8.00857537039974,False
193,XAUUSD,SELL,2016.9172344323706,0.01,2016.9372344323706,2016.9022344323705,2024-01-02 00:50:00,2024-01-02 00:55:00,2018.3306523606786,-141.34179283080357,False
194,XAUUSD,BUY,2018.3306523606786,0.01,2018.3106523606787,2018.3456523606787,2024-01-02 00:55:00,2024-01-02 01:00:00,2016.8723685679613,-145.82837927173387,False
195,XAUUSD,SELL,2016.8723685679613,0.01,2016.8923685679613,2016.8573685679612,2024-01-02 01:00:00,2024-01-02 01:05:00,2015.435791109006,143.65774589552984,False
196,XAUUSD,BUY,2015.8419373329025,0.01,2015.8219373329025,2015.8569373329026,2024-01-02 01:15:00,2024-01-02 01:20:00,2014.1886519906066,-165.32853422959306,False
197,XAUUSD,SELL,2012.881615037147,0.01,2012.901615037147,2012.8666150371469,2024-01-02 01:30:00,2024-01-02 01:35:00,2014.5571251378224,-167.55101006754103,False
198,XAUUSD,BUY,2013.9318705836129,0.01,2013.9118705836129,2013.946870583613,2024-01-02 01:40:00,2024-01-02 01:45:00,2013.2442231835166,-68.76474000962389,False
199,XAUUSD,SELL,2013.2442231835166,0.01,2013.2642231835166,2013.2292231835165,2024-01-02 01:45:00,2024-01-02 01:50:00,2012.7605814903245,48.364169319211214,False
200,XAUUSD,SELL,2012.7605814903245,0.01,2012.7805814903245,2012.7455814903244,2024-01-02 01:50:00,2024-01-02 01:55:00,2012.2691266123977,49.14548779267989,False
201,XAUUSD,SELL,2012.2691266123977,0.01,2012.2891266123977,2012.2541266123976,2024-01-02 01:55:00,2024-01-02 02:00:00,2013.1938452332042,-92.47186208065159,False
202,XAUUSD,BUY,2013.1938452332042,0.01,2013.1738452332042,2013.2088452332043,2024-01-02 02:00:00,2024-01-02 02:05:00,2011.0602834855777,-213.35617476265725,False
